id,title_similar_ind,description_similar_ind
51355441,"[48035333, 57778249, 50404684, 48330195, 49550301]","[48035333, 50404684, 56908213, 55358264, 49550301]"
10731220,"[11821857, 14453320, 10731212, 10731214, 10731216]","[5535273, 10731212, 10731214, 10731216, 12489237]"
526731,"[396225, 398311, 449393, 394868, 449339]","[922573, 1080532, 449339, 1055134, 536319]"
383344,"[383329, 20448290, 383364, 383365, 55505523, 20485914]","[383329, 383364, 383365, 41084471, 20485914]"
11478939,"[19824204, 14273555, 14994452, 14273556, 11478941]","[52423040, 52423042, 46829124, 52423044, 58695878, 52423046, 52423050, 57236107, 39909008, 22729425]"
9793462,"[10131714, 15333732, 8126225, 9793462, 10605526]","[10131714, 20578501, 63554354, 16556248, 19628957]"
17597765,"[853251, 1387525, 6542807, 1689849, 656890]","[853251, 1387525, 17597765, 23134416, 1689849]"
56305840,"[59402596, 66955371, 51355437, 63924621, 58839701]","[66955371, 57778253, 56305840, 58359667, 58839701]"
19824206,"[656896, 1210031, 1036566, 2006679, 1517183]","[656896, 7826822, 2792681, 6542807, 1517183]"
4065495,"[6278723, 2354635, 4536495, 2885269, 4065495]","[2354635, 950380, 4536495, 2885269, 2805781, 3246079]"
14453318,"[11821857, 14453320, 10731212, 10731214, 10731216]","[14453320, 5535273, 10731212, 10731216, 10731218]"
548203,"[396225, 398311, 449393, 394868, 449339]","[2792677, 3326669, 4347955, 394868, 58973110]"
43262269,"[15333732, 7614603, 8126225, 9793462, 10605526]","[44640288, 48392556, 7614605, 46829135, 38385436]"
54353820,"[50254531, 34951684, 2393061, 1811333, 66698567, 46812043, 57813074, 58165561]","[54149088, 50254531, 46812043, 38385436, 54149086]"
383364,"[383329, 383365, 63867820, 383344, 66452057, 4397339, 12407647]","[20448290, 63924615, 12407647, 41084471, 20485914, 37151615]"
10731218,"[11821857, 14453320, 10731212, 10731214, 10731216]","[5535273, 10731212, 10731216, 10731220, 12489237]"
11821899,"[11821857, 14453320, 10731212, 10731214, 10731216]","[11821859, 11821897, 11821867, 11821903, 11821907]"
46009024,"[475653, 475657, 58695882, 7614605, 55505592]","[54006572, 7614605, 54006574, 54006578, 55505592]"
26361712,"[1080000, 872766, 1521615, 1985745, 1005470]","[45613734, 14683085, 26361712, 36854835, 31952090]"
1387525,"[1387525, 7826822, 6542807, 1689849, 656890]","[17597765, 1387525, 12629898, 23134416, 1689849]"
41615763,"[11821857, 14453320, 10731212, 10731214, 51320541]","[26593728, 1060870, 13191593, 36782929, 12489239, 2291097]"
11713424,"[11713420, 10733036, 11713422, 10733038, 11713424]","[11713410, 11713416, 11713420, 11713422, 11713404]"
15257990,"[11821857, 14453320, 10731212, 10731214, 50724989]","[31293420, 36612792, 47873242, 603549, 36612958]"
11821869,"[11821857, 14453320, 10731212, 10731214, 10731216]","[11821859, 11821897, 11821867, 11821903, 11821907]"
11821871,"[11821857, 14453320, 10731212, 10731214, 50263061]","[11821859, 11821897, 11821867, 11821903, 11821907]"
390968,"[49377828, 49640422, 49378666, 49378648, 52380895]","[409257, 48035345, 48313524, 49204089, 1086140]"
51356492,"[67010757, 656902, 58340171, 2916525, 2916527, 65076824, 58448377, 56509083, 10650589, 432926]","[56800100, 53095591, 7139153, 54763414, 51409053, 56800094]"
3671833,"[11821857, 15257988, 50516615, 14453320, 10731214]","[2792677, 3326669, 4347955, 394868, 629597]"
28075780,"[36723880, 14958065, 9793458, 17597751, 15867704]","[25980833, 31523046, 36723880, 48583252, 32804604]"
3009923,"[2649025, 3009923, 1827653, 1664461, 4977819]","[2649025, 1827653, 1664461, 4065497, 2167231]"
48035307,"[43986343, 48035307, 42594381, 45053463, 46626781]","[43986343, 37865675, 48963471, 35905907, 46626781]"
31952090,"[1080000, 872766, 1521615, 1985745, 1005470]","[45613734, 14683085, 26361712, 36854835, 31952090]"
15258005,"[11821857, 14453320, 10731212, 10731214, 10731216]","[58828014, 13637684, 50263061, 47873242, 50724989]"
7139153,"[10920461, 7139151, 7139153, 17948433, 17948441]","[46829124, 10861829, 7139151, 39909008, 10860626]"
14770629,"[14770627, 14770629, 14770662, 14770633, 58165567]","[14770627, 14770629, 14770662, 14770633, 14994442]"
43376833,"[1080000, 872766, 1521615, 1985745, 1005470]","[45613734, 14683085, 26361712, 36854835, 31952090]"
51322400,"[10863104, 11821857, 14453320, 31293420, 17948445]","[49883392, 49884647, 52124332, 31293420, 50477553]"
19628957,"[15333732, 7614603, 8126225, 9793462, 10605526]","[10131714, 20578501, 7614603, 8126225, 16556248]"
1954181,"[7614603, 8126225, 24997334, 60027350, 10605526, 9793462, 57318077]","[31523046, 65484233, 60179278, 13637681, 337236, 54383736, 51253435]"
11806677,"[56702563, 36636838, 19824204, 13920941, 57233240]","[56702563, 58340167, 49311349, 48583255, 55505598]"
11821881,"[11821857, 14453320, 10731212, 10731214, 10731216]","[11821859, 11821897, 11821867, 11821903, 11821907]"
68267106,"[57502148, 66698581, 58179126, 59260761, 58695934]","[57502148, 62686770, 66698581, 58179126, 58695934]"
656902,"[10733992, 23799983, 12081425, 487187, 14770618, 14994430, 11713434]","[656896, 10733992, 10733038, 39909008, 11713432]"
56305838,"[54444329, 3153963, 51355443, 59144124, 55358269]","[355552, 65484227, 54444329, 1420367, 51355443, 39909011, 55358269]"
14453316,"[11821857, 14453320, 10731212, 10731214, 10731216]","[15257988, 10731216, 10731218, 10731220, 36612958]"
11821875,"[11821857, 14453320, 10731212, 10731214, 10731216]","[11821859, 11821897, 11821867, 11821903, 11821907]"
2885269,"[6278723, 2354635, 2885269, 4065495, 3246079]","[2354635, 950380, 4536495, 2885269, 2805781, 3246079]"
38385436,"[15333732, 7614603, 8126225, 9793462, 10605526]","[42594214, 48392556, 36723886, 46829135, 56430297]"
42594214,"[15333732, 7614603, 8126225, 9793462, 10605526]","[46829135, 63554354, 9793462, 38385436, 43262269]"
536319,"[396225, 398311, 449393, 394868, 449339]","[922573, 1080532, 1015899, 1055134, 536319]"
11715727,"[14770629, 14770633, 13920939, 14770639, 14696223]","[12488105, 11715727, 12624534, 12107894, 14696223]"
7139151,"[10920461, 7139151, 7139153, 17948433, 17948441]","[10861829, 10859694, 10862928, 10860626, 10862745]"
9793458,"[28075780, 36723880, 14958065, 17597751, 15867704]","[25980833, 51491979, 14958065, 17597751, 15867704]"
990221,"[62686754, 19276003, 59260775, 47873242, 10019410, 58340699, 14790618, 7239259, 10578077, 62686750]","[343300, 42594214, 463273, 9793458, 46253842, 15960786, 35905909, 55505523, 58807124, 58547388]"
46626779,"[45053000, 35905909, 37866646, 48035319, 46626779]","[60179271, 45053000, 42594230, 43986359, 46626779]"
450291,"[655138, 455078, 541680, 8000657, 6436123]","[541696, 545890, 465124, 541705, 541680]"
13407575,"[11821857, 50516615, 14453320, 10731212, 10731214]","[10731212, 58828014, 10731214, 10731216, 10731220]"
1015899,"[628295, 653932, 922573, 1080532, 1015899]","[922573, 1080532, 1015899, 1055134, 536319]"
11821879,"[11821857, 14453320, 10731212, 10731214, 10731216]","[11821859, 11821897, 11821867, 11821903, 11821907]"
51491979,"[36723880, 14958065, 9793458, 17597751, 15867704]","[31523046, 43262253, 49311341, 9793458, 35191899]"
13637671,"[11821857, 14453320, 10731212, 10731214, 10731216]","[49883392, 52124332, 31293420, 58828014, 47873242]"
12048977,"[11821857, 14453320, 10731212, 10731214, 50263061]","[11821859, 11821897, 11821867, 11821903, 11821907]"
2354635,"[6278723, 2354635, 2885269, 4065495, 3246079]","[2354635, 950380, 4536495, 2885269, 2805781, 3246079]"
56758253,"[58709858, 68267116, 58168941, 58695892, 66698583]","[58709858, 48754637, 58168941, 58695892, 44859960]"
17597771,"[51284501, 51040343, 57307961, 57307963, 57043647]","[2213443, 17597771, 14958061, 57307963, 3671837]"
36723886,"[15333732, 7614603, 8126225, 9793462, 10605526]","[35191909, 48392556, 46829135, 32804625, 38385436]"
49922636,"[54002914, 1086148, 684952, 2567613, 57355743]","[54002914, 58062994, 56701306, 54747228, 57355743]"
63554354,"[7614603, 8126225, 9793462, 10605526, 16556248]","[10131714, 20578501, 63554354, 16556248, 19628957]"
34554028,"[1080000, 872766, 1521615, 1985745, 1005470]","[45613734, 14683085, 26361712, 36854835, 31952090]"
10641033,"[11821857, 14453320, 31293420, 10731214, 15592537]","[31293420, 828661, 36612792, 47873242, 36612958]"
556829,"[7125315, 42116006, 13116553, 584048, 33543701, 51064283, 556829]","[65484229, 57177038, 67370873, 55505594, 571323]"
13958442,"[21508579, 22169380, 10861829, 22169382, 13958440]","[21508579, 22169380, 46829124, 22169382, 13958440]"
57794063,"[45613734, 57177036, 12048977, 56430299, 5143647]","[57177036, 10738194, 59405715, 13191603, 383384, 56430299, 579420]"
11821883,"[11821857, 14453320, 10731212, 10731214, 10731216]","[11821859, 11821897, 11821867, 11821903, 11821907]"
32804623,"[853251, 1387525, 6542807, 1689849, 656890]","[51492000, 17597765, 12629898, 23134416, 41265456]"
15333732,"[10131714, 15333732, 8126225, 9793462, 10605526]","[15333732, 11194607, 8126225, 14161394, 10605526]"
15257977,"[11821857, 14453320, 10731212, 10731214, 10731216]","[34951684, 20455597, 8277556, 15257979, 15257982, 15867711]"
20909677,"[6278723, 31523050, 653932, 922573, 1080532]","[2792677, 21472774, 3326669, 4347955, 394868]"
20448290,"[383329, 383364, 383365, 383344, 37151615]","[41084471, 58709015, 20485914, 58709820, 37151615]"
21161836,"[5794279, 9851720, 21161836, 25698447, 7910778]","[5794279, 9851720, 21161836, 25698447, 7910778]"
54149086,"[54149088, 2734403, 43950733, 449391, 16556248]","[54149088, 14994432, 14994434, 14770656, 43950733, 11255089, 14994428]"
46009007,"[36723880, 14958065, 9793458, 17597751, 15867704]","[31523046, 46829129, 43262253, 48583252, 32804604]"
45053000,"[45053000, 35905909, 37866646, 48035319, 46626779]","[60179271, 45053000, 42594230, 43986359, 46626779]"
13637684,"[11821857, 14453320, 10731212, 10731214, 10731216]","[49883392, 31293420, 58828014, 13637681, 47873242]"
55358271,"[59402596, 66955371, 51355437, 63924621, 58839701]","[66955371, 57778253, 56305840, 58359667, 58839701]"
43986343,"[43986343, 48035307, 42594381, 45053463, 46626781]","[43986343, 42594381, 45053463, 40357660, 46626781]"
13191601,"[11821857, 14453320, 10731212, 10731214, 10731216]","[13407571, 44251091, 37420467, 50263061, 20466744]"
8277556,"[11821857, 14453320, 10731212, 10731214, 37420467]","[37420467, 50263061, 47873242, 50724989, 36612958]"
46009030,"[60179276, 55507724, 54737169, 46829139, 48963475]","[449376, 449390, 449393, 46829139, 394868]"
46009052,"[15333732, 7614603, 8126225, 9793462, 10605526]","[44640288, 46829135, 31523060, 58973114, 38385436]"
11806673,"[10920459, 10920461, 19824206, 17948433, 17948441]","[46829124, 58695878, 13920941, 39909008, 55505596]"
22729425,"[39909011, 14273555, 14994452, 14273556, 11478939]","[46829124, 58695878, 39909008, 11478939, 55505596]"
628295,"[628295, 653932, 922573, 1080532, 1015899]","[643973, 653932, 922573, 600883, 449339]"
13407573,"[11821857, 14453320, 10731212, 10731214, 10731216]","[10731210, 10731212, 10731216, 10731218, 10731220]"
684952,"[54002914, 1086148, 49922636, 2567613, 57355743]","[54002914, 1086148, 49922636, 58062994, 2567613]"
4397339,"[1080000, 6134341, 19829611, 1985745, 872766]","[1080000, 1521615, 1701711, 1985745, 959699]"
2649025,"[1827653, 1664461, 4065497, 4977819, 2167231]","[2649025, 1827653, 1664461, 4065497, 2167231]"
443868,"[655138, 455078, 8000657, 463800, 6436123]","[541696, 545890, 465124, 541680, 541690]"
11821863,"[11821857, 14453320, 10731212, 10731214, 10731216]","[11821859, 11821897, 11821867, 11821903, 11821907]"
11713420,"[10733034, 10733036, 11713422, 10733038, 11713424]","[11713410, 11713416, 11713420, 11713422, 11713404]"
10076516,"[13958436, 552201, 11806669, 13958414, 59260767]","[355552, 51510729, 552201, 60179278, 612885, 13728284, 59260767]"
11821865,"[11821857, 14453320, 10731212, 10731214, 10731216]","[11821859, 11821897, 11821867, 11821903, 11821907]"
58709015,"[58708935, 36314511, 36313431, 58709820, 37151615]","[58708935, 45461416, 36314511, 58709820, 37151615]"
13407563,"[11821857, 14453320, 10731212, 10731214, 7496281]","[10731212, 10731216, 10731218, 37420467, 13407573]"
56701306,"[54002914, 1086148, 49922636, 684952, 2567613]","[54002914, 56701306, 55645530, 54747228, 57355743]"
899996,"[689034, 617391, 1015897, 899996, 603549]","[1977571, 689034, 752050, 648662, 655743]"
8009286,"[11373765, 8009286, 13853127, 10736424, 10131710]","[58695876, 10736424, 56730475, 67370867, 60179260]"
12624534,"[14770627, 14770629, 14770662, 14770633, 14770639]","[12488128, 12488130, 13920939, 14994446, 12488124]"
15257986,"[11821857, 14453320, 10731212, 10731214, 10731216]","[49883392, 31293420, 50263061, 47873242, 50724989]"
13191593,"[11821857, 14453320, 10731212, 10731214, 10731216]","[49883392, 31293420, 36612792, 47873242, 36612958]"
14770662,"[14770627, 14770629, 14770662, 14770633, 58165567]","[14770627, 14770629, 14770662, 14770633, 14994442]"
31523046,"[36723880, 14958065, 9793458, 17597751, 15867704]","[25980833, 43262253, 46009007, 41265434, 32804604]"
448124,"[397380, 395656, 448114, 448124, 448126]","[397380, 395656, 448114, 448124, 448126]"
21161832,"[1080000, 872766, 1521615, 1985745, 1005470]","[45613734, 14683085, 26361712, 36854835, 31952090]"
57177036,"[43376833, 758306, 57794063, 49848854, 56430299]","[36996321, 6134341, 57794063, 39909011, 383384, 56430299]"
58340165,"[65484225, 67370884, 60179268, 57794067, 58973118]","[65484225, 67370884, 60179268, 57794067, 58973118]"
10131714,"[10131714, 15333732, 8126225, 9793462, 10605526]","[15333732, 7614603, 8126225, 14161394, 10605526]"
48035319,"[45053000, 35905909, 37866646, 48035319, 46626779]","[60179271, 66698575, 37866646, 48035319, 46626779]"
49311341,"[36723880, 14958065, 9793458, 17597751, 15867704]","[51491979, 43262253, 48583252, 41265434, 35191899]"
48330195,"[48035333, 57778249, 50404684, 48330195, 49550301]","[48035333, 50404684, 51355441, 19773267, 55358264, 49550301]"
48035333,"[48035333, 57778249, 50404684, 48330195, 49550301]","[50404684, 51355441, 48330195, 55358264, 49550301]"
46626781,"[43986343, 48035307, 42594381, 45053463, 46626781]","[43986343, 42594381, 45053463, 40357660, 46626781]"
469312,"[396225, 398311, 449393, 394868, 449339]","[922573, 1080532, 449339, 1055134, 536319]"
10372994,"[15333732, 7614603, 8126225, 9793462, 10605526]","[46829135, 50955727, 10705656, 16556248, 13728284, 19628957, 12407647]"
12488124,"[14770627, 14770629, 14770662, 14770633, 14770639]","[12488128, 12488130, 13920939, 12624534, 12488124]"
409257,"[49377828, 49640422, 49378666, 49378648, 52380895]","[409257, 48035345, 48313524, 49204089, 1086140]"
56908218,"[59402596, 66955371, 51355437, 63924621, 58839701]","[66955371, 57778253, 56305840, 58359667, 58839701]"
348305,"[49640422, 49378666, 52379924, 49378648, 52380895]","[409257, 48035345, 348308, 390968, 49204089]"
603549,"[689034, 575916, 648662, 899996, 655743]","[2792677, 3326669, 617391, 4347955, 394868]"
14770627,"[14770627, 14770629, 14770662, 14770633, 58165567]","[14770627, 14770629, 14770662, 14770633, 14994442]"
37866646,"[45053000, 35905909, 37866646, 48035319, 46626779]","[60179271, 45053000, 66698575, 43986359, 46626779]"
24744419,"[47438221, 58359669, 48330199, 56908216, 55358265]","[24744419, 58359669, 56908216, 55358265, 59402590]"
15592537,"[11821857, 14453320, 10641033, 31293420, 10731214]","[10731212, 10731214, 10731216, 10731220, 14453303]"
446539,"[541696, 455078, 541705, 8000657, 6436123]","[541696, 545890, 465124, 541705, 541680]"
26593728,"[11821857, 14453320, 10731212, 10731214, 10731216]","[49883392, 14453318, 52124332, 31293420, 47873242]"
16556248,"[7614603, 8126225, 63554354, 9793462, 10605526]","[10131714, 20578501, 7614603, 8126225, 16556248]"
828661,"[11821857, 14453320, 10731214, 36612792, 36612958]","[49883392, 31293420, 36612792, 47873242, 36612958]"
58709820,"[58708935, 36314511, 58709015, 36313431, 37151615]","[58708935, 45461416, 36314511, 58709820, 37151615]"
39909021,"[10920459, 10920461, 17948433, 39909011, 17948441]","[46829124, 58695878, 39909008, 14994452, 55505596]"
13637681,"[11821857, 14453320, 10731212, 10731214, 10731216]","[14453316, 8126222, 13407567, 13637684, 13407573]"
10859694,"[10861829, 13958442, 10862928, 10860626, 10862745]","[10859694, 10862928, 12081425, 10860626, 10862745]"
802253,"[1664553, 10733034, 10733036, 8126222, 10733038, 23468249]","[66698567, 1664553, 62686762, 57236107, 8126222, 1361971, 1361975, 23468249]"
14161394,"[10131714, 15333732, 8126225, 9793462, 10605526]","[15333732, 11194607, 8126225, 14161394, 10605526]"
55358269,"[2734403, 54444329, 56305838, 51355443, 16556248]","[355552, 65484227, 54444329, 1420367, 51355443, 39909011, 55358269]"
23435111,"[59405728, 2734403, 59405732, 449391, 16556248]","[59405732, 5535273, 10731212, 15258001, 10731220]"
56730471,"[57508101, 383463, 63516905, 8126224, 15258003, 337236, 51253435, 59260767]","[68267104, 65589057, 655138, 56029098, 65587988, 62686774, 51253435]"
11194607,"[10131714, 15333732, 8126225, 9793462, 10605526]","[15333732, 11194607, 8126225, 14161394, 10605526]"
398311,"[396225, 398311, 399663, 449393, 394868]","[398311, 922573, 399663, 1080532, 449339]"
54444335,"[59402596, 66955371, 51355437, 63924621, 58839701]","[66955371, 57778253, 56305840, 58359667, 58839701]"
51491998,"[54740553, 15867711, 20016636, 55505598, 46829119]","[54740553, 49311349, 20016636, 55505598, 46829119]"
56430299,"[57177036, 57794063, 48583252, 11821879, 48963481]","[57233220, 57794059, 57177036, 55507724, 57794063, 13359663, 15960786, 42594715]"
541705,"[541696, 455078, 446539, 8000657, 6436123]","[541696, 545890, 465124, 541680, 541687]"
44640288,"[15333732, 7614603, 8126225, 9793462, 10605526]","[10131714, 63554354, 9793462, 16556248, 19628957]"
14273556,"[62686770, 14273555, 14994452, 66698581, 59260761]","[57042636, 440270, 57042640, 14273555, 14994452, 10731220, 32737049]"
57794057,"[49848832, 55505600, 58340175, 58973116, 53834815]","[55505600, 57794057, 54740555, 58340175, 53834815]"
